d1,d2,scale,orig_o1,orig_o2,patched_o1,patched_o2,swapped
0,42,7.1235,0,42,70,0,False
44,59,5.671,59,59,59,44,True
47,65,1.9485000000000001,47,65,47,65,False
21,35,3.4555000000000002,21,35,21,35,False
5,83,7.393,5,83,70,5,False
6,1,8.9735,6,1,70,1,False
54,41,8.509,54,41,70,41,False
48,46,9.218,48,46,70,48,False
40,72,5.899,40,72,70,70,False
93,41,6.5855,93,41,70,51,False
59,11,8.5725,59,11,70,11,False
58,47,4.9855,58,47,47,58,True
69,61,6.3305,69,61,70,77,False
17,66,8.2015,17,66,70,66,False
7,41,8.474499999999999,7,41,70,41,False
28,38,6.99,28,38,70,86,False
5,22,6.107,5,22,70,70,False
5,97,2.5145,5,97,5,97,False
6,90,7.491,6,90,70,6,False
87,80,7.009,87,80,70,87,False
37,87,2.5415,37,87,37,87,False
98,10,6.015,98,10,70,70,False
17,72,1.291,17,72,70,72,False
34,15,2.07,34,15,34,15,False
25,62,6.139,25,62,70,34,False
84,23,6.004,84,23,70,70,False
21,65,2.76,21,65,21,65,False
15,85,2.408,15,85,15,85,False
31,32,2.6224999999999996,31,32,31,32,False
44,95,6.0515,44,95,70,70,False
17,27,8.2315,17,27,70,17,False
67,79,2.9025,67,79,67,79,False
11,90,1.7550000000000001,11,90,11,90,False
89,87,7.9275,89,87,70,89,False
8,25,6.713,8,25,70,8,False
57,54,6.2145,57,54,70,34,False
81,79,2.7205,81,79,81,79,False
11,9,2.307,11,9,11,9,False
46,50,2.0865,46,50,46,50,False
81,67,9.016,81,67,70,67,False
52,92,2.1235,52,92,52,92,False
81,26,1.843,81,26,81,26,False
25,26,2.4925,25,26,25,26,False
36,95,6.0335,36,95,70,86,False
78,6,2.2605,78,6,78,6,False
5,59,7.1155,5,59,70,34,False
14,73,9.393,14,73,70,73,False
10,50,8.682500000000001,10,50,70,50,False
29,26,9.1345,29,26,51,26,False
64,92,1.9609999999999999,64,92,64,92,False
37,76,9.530000000000001,37,37,70,76,False
78,33,6.7364999999999995,78,33,70,78,False
89,20,8.544,89,20,70,89,False
84,9,2.603,84,9,84,9,False
69,14,2.4215,69,14,69,14,False
32,43,6.4510000000000005,32,43,70,34,False
45,56,6.4704999999999995,45,56,70,15,False
90,41,2.6915,90,41,90,41,False
47,73,2.5425,47,73,47,73,False
86,33,6.4155,86,33,70,86,False
89,33,7.771,89,33,70,89,False
71,15,2.3520000000000003,71,15,71,15,False
59,81,2.717,59,81,59,81,False
88,87,5.1825,88,87,88,87,False
90,23,1.2135,90,23,90,23,False
91,0,2.211,91,0,91,0,False
16,85,7.7705,16,85,70,16,False
61,7,5.968,61,7,70,77,False
53,28,1.998,53,28,53,28,False
87,99,5.995,87,99,70,34,False
28,16,5.456,16,16,70,16,False
66,92,6.256,66,92,70,34,False
78,46,6.51,78,46,70,78,False
8,33,6.594,8,33,70,8,False
57,74,5.9885,57,74,70,34,False
17,44,4.5265,17,44,70,44,False
38,29,5.9350000000000005,38,29,70,70,False
0,73,2.746,0,73,0,73,False
68,15,2.896,68,15,68,15,False
66,17,2.2915,66,17,66,88,False
55,8,9.529,55,8,70,8,False
89,65,8.5105,89,65,70,89,False
32,76,7.3365,32,76,70,32,False
84,12,6.7785,84,12,70,34,False
99,61,8.0975,99,61,70,61,False
93,17,7.548,17,17,70,86,False
27,57,6.8255,27,57,70,27,False
68,57,6.107,68,57,70,70,False
12,95,5.9875,12,95,70,86,False
37,99,6.0225,37,99,70,70,False
31,0,9.187000000000001,31,31,70,0,False
14,40,8.824,14,40,70,40,False
18,38,6.3919999999999995,18,38,70,70,False
51,29,5.8475,51,29,70,70,False
70,40,1.4855,70,40,70,40,False
67,61,6.654,67,61,70,34,False
0,29,5.9795,0,29,70,70,False
2,57,6.144,2,57,70,70,False
66,41,6.4670000000000005,66,41,70,66,False
58,24,5.9125,58,24,70,70,False
35,10,6.09,35,10,70,34,False
81,49,1.7774999999999999,81,49,81,49,False
71,69,1.88,71,69,71,69,False
1,51,7.705,1,51,51,51,False
75,43,8.485,75,43,70,43,False
56,43,7.2395,56,43,70,43,False
31,51,7.7095,31,51,51,51,False
83,50,6.7765,83,50,70,83,False
31,37,2.2635,31,37,31,37,False
42,24,6.0485,42,24,70,51,False
35,33,9.128499999999999,35,33,70,35,False
99,41,8.518,99,41,70,41,False
7,95,6.902,7,7,70,86,False
76,18,9.8545,76,18,18,18,False
81,15,6.015,81,15,15,81,True
82,8,7.8565000000000005,82,8,70,8,False
16,41,6.4575,16,41,70,16,False
52,29,5.9975000000000005,52,29,70,34,False
51,6,6.2195,51,6,70,51,False
89,47,9.567499999999999,89,47,70,47,False
79,10,6.009,79,10,70,34,False
98,86,7.853,98,86,70,86,False
8,13,2.3295,8,13,8,13,False
34,25,6.4125,34,25,70,34,False
84,59,2.4435000000000002,84,59,84,59,False
15,96,6.985,15,96,70,15,False
80,95,6.1,80,95,70,34,False
73,56,6.128,73,56,70,70,False
53,55,2.1,53,55,53,55,False
11,27,6.8485,11,27,70,11,False
2,66,6.7935,2,83,70,2,False
38,91,8.9875,38,91,70,91,False
78,73,2.7755,78,78,78,73,False
73,41,6.516,73,41,70,73,False
8,23,5.9495000000000005,8,23,70,70,False
74,57,8.16,74,57,77,57,False
53,0,1.8824999999999998,53,53,53,0,False
8,37,1.8399999999999999,8,36,8,36,False
66,56,6.094,66,56,70,70,False
21,42,3.2649999999999997,21,42,21,42,False
94,45,8.1265,94,45,70,94,False
84,5,7.5065,84,84,70,5,False
59,54,6.036,59,54,70,70,False
28,79,7.3415,28,79,70,28,False
51,35,6.293,51,35,51,51,False
30,54,5.9955,30,54,70,70,False
89,64,3.1115,89,64,89,64,False
71,96,6.5135000000000005,71,96,70,71,False
19,95,5.9675,19,95,70,34,False
85,26,7.1615,85,26,70,85,False
37,36,2.3655,37,36,37,36,False
31,18,7.9190000000000005,31,18,70,18,False
14,71,8.7265,14,71,71,71,False
15,6,2.301,15,6,15,6,False
9,41,2.311,9,41,9,41,False
2,87,6.5649999999999995,2,87,70,2,False
82,2,8.115,82,82,70,2,False
3,40,8.378499999999999,3,40,70,40,False
59,49,6.7135,59,49,70,34,False
40,51,6.79,40,51,51,51,False
62,92,7.825,62,92,70,92,False
77,40,1.6435,77,40,77,40,False
69,72,5.9185,69,72,70,70,False
72,52,7.547000000000001,72,52,70,94,False
58,49,1.7634999999999998,58,49,58,49,False
27,43,7.2675,27,43,70,27,False
67,33,2.512,67,33,67,33,False
71,60,1.9240000000000002,71,60,71,60,False
53,67,2.065,53,67,53,67,False
62,4,7.698,62,62,70,15,False
21,86,8.3055,21,86,70,86,False
46,29,5.968,46,29,70,34,False
59,80,6.503,59,80,70,34,False
59,36,2.4755,59,36,59,36,False
3,4,6.0315,3,4,70,70,False
97,43,2.0335,97,43,97,43,False
37,27,3.0355000000000003,37,27,37,27,False
99,92,7.867,99,92,70,92,False
37,98,8.378499999999999,37,98,70,98,False
11,44,2.2960000000000003,11,44,11,44,False
61,80,1.926,61,80,61,80,False
58,74,5.9385,58,74,70,70,False
37,92,6.4355,37,92,70,34,False
70,60,1.5175,70,60,70,60,False
1,40,7.632,1,1,70,51,False
71,48,6.4795,71,48,70,71,False
32,57,6.3774999999999995,32,57,70,34,False
89,27,3.647,89,27,89,27,False
23,92,2.6695,23,92,92,23,True
1,89,2.6635,1,89,1,89,False
11,33,6.684,11,33,70,70,False
93,86,7.661,93,86,86,86,False
59,0,9.681000000000001,59,0,70,0,False
69,16,2.9524999999999997,69,16,69,16,False
74,22,7.105,74,22,70,22,False
84,53,7.143,84,84,70,53,False
73,23,5.99,73,23,70,70,False
4,10,1.235,4,10,4,10,False
47,13,2.3005,47,13,47,13,False
82,79,7.4915,82,79,70,82,False
34,22,5.9895,34,22,70,70,False
31,64,6.844,31,64,70,31,False
30,95,6.0675,30,95,70,70,False
92,56,6.457,56,56,70,15,False
98,75,5.9785,98,75,70,70,False
28,68,8.0835,28,68,70,68,False
31,53,7.6165,31,53,70,53,False
8,98,2.169,8,98,8,98,False
38,54,5.9115,38,54,70,70,False
49,7,1.0735000000000001,49,7,49,7,False
68,26,6.2355,68,26,70,70,False
90,43,7.4715,90,43,70,39,False
68,21,1.9980000000000002,68,21,68,21,False
53,94,2.1075,53,94,53,94,False
8,24,5.9205,8,24,70,70,False
3,24,5.9559999999999995,3,24,70,70,False
73,55,3.1255,73,55,73,33,False
38,72,5.9555,38,72,70,70,False
89,16,9.5145,89,16,70,16,False
49,56,6.269,49,56,70,15,False
91,6,6.6240000000000006,91,6,70,70,False
18,27,6.6129999999999995,18,27,70,18,False
71,17,1.762,71,17,71,17,False
86,3,1.9935,86,3,86,3,False
20,62,6.089,20,62,70,15,False
1,11,7.622,1,1,70,11,False
77,72,5.8205,77,72,70,70,False
47,84,2.058,47,47,47,84,False
22,38,9.8205,22,38,70,38,False
67,73,4.6945,73,73,73,67,True
41,10,5.936,41,10,70,15,False
2,74,5.9395,2,74,70,70,False
66,63,6.5245,66,63,70,34,False
68,9,1.9605000000000001,68,9,68,9,False
51,84,6.1385000000000005,51,84,70,51,False
71,63,6.248,71,63,70,70,False
78,70,7.609999999999999,78,70,70,70,False
98,51,8.368500000000001,98,51,51,51,False
93,42,2.9515,93,42,93,42,False
86,69,6.486,86,69,70,86,False
77,26,6.12,77,26,70,77,False
3,83,8.758,3,83,70,3,False
91,92,6.1295,91,92,70,70,False
51,67,6.3345,51,67,70,51,False
76,28,9.2265,76,28,70,28,False
44,20,4.5625,44,20,44,20,False
58,14,6.45,14,58,70,58,False
14,84,9.253,14,84,70,84,False
46,38,6.1485,46,38,38,46,True
31,70,7.666,31,70,70,70,False
73,78,8.664,73,78,70,78,False
2,31,7.009,31,31,70,2,False
69,52,6.975,69,52,70,69,False
38,17,9.219000000000001,38,38,70,86,False
23,56,1.7165,56,56,56,23,True
65,10,6.0045,65,10,70,34,False
98,2,7.704000000000001,98,2,70,2,False
18,95,5.923,18,95,70,70,False
98,60,3.6535,98,60,98,60,False
18,52,6.6295,18,52,70,18,False
55,36,7.548500000000001,55,36,70,55,False
34,4,5.915,34,4,70,70,False
21,31,8.291,21,31,70,31,False
15,20,6.9864999999999995,15,20,70,15,False
47,54,5.971,47,54,70,70,False
16,2,8.17,16,2,70,2,False
72,93,8.211500000000001,72,93,70,93,False
68,75,5.9425,68,75,70,70,False
18,17,1.8679999999999999,18,17,18,17,False
37,90,7.3495,37,90,70,15,False
30,37,7.303,30,37,70,53,False
91,7,5.936,91,7,70,70,False
11,17,2.095,11,17,11,17,False
38,67,3.268,67,67,67,38,True
6,29,5.993,6,29,70,70,False
82,75,5.9585,82,75,70,70,False
76,47,4.264,76,47,47,76,True
33,99,6.0155,33,99,70,34,False
5,75,5.921,5,75,70,70,False
66,88,2.432,66,88,66,88,False
70,96,6.1835,70,96,70,70,False
0,86,7.0835,0,86,70,86,False
15,88,2.123,15,88,15,88,False
59,31,9.768,59,31,70,31,False
40,42,6.7675,40,42,70,40,False
69,26,6.436,69,26,70,51,False
77,12,6.3235,77,12,70,77,False
8,0,9.868500000000001,8,8,70,70,False
5,14,2.4130000000000003,5,14,5,14,False
70,14,1.4834999999999998,70,14,70,14,False
21,80,6.365,21,80,70,34,False
71,78,2.0415,71,78,71,78,False
31,68,8.1115,31,31,70,68,False
96,46,3.837,96,46,96,46,False
42,7,6.0555,42,7,70,51,False
65,80,6.6365,65,80,70,65,False
82,63,6.6305,82,63,70,15,False
77,55,6.489,77,55,70,77,False
68,62,5.983,68,62,70,70,False
95,50,7.709,95,50,70,33,False
44,19,1.889,44,19,44,19,False
84,24,5.9465,84,24,70,70,False
19,39,8.806000000000001,19,39,70,39,False
51,28,6.248,51,28,70,51,False
2,39,2.1149999999999998,2,39,2,39,False
34,50,6.103,34,50,70,70,False
24,10,8.1445,24,24,70,34,False
16,12,6.897,16,12,70,16,False
83,54,6.045,83,54,70,34,False
91,35,6.7195,91,35,70,91,False
1,29,5.971,1,29,70,70,False
32,59,2.7144999999999997,32,59,32,59,False
28,61,6.5135000000000005,28,61,70,77,False
74,24,6.3435,74,74,70,86,False
76,86,9.689499999999999,76,86,86,86,False
76,61,6.6605,76,61,70,15,False
76,73,9.025,76,73,70,73,False
74,72,6.6395,74,72,70,15,False
18,22,6.039,18,22,70,70,False
6,38,2.6385,6,38,6,38,False
5,19,6.243,5,19,70,70,False
40,98,2.0825,40,98,40,98,False
75,50,3.1064999999999996,50,50,50,75,True
99,7,6.167,99,7,70,77,False
11,82,2.2024999999999997,11,82,11,64,False
47,90,6.619,47,90,70,70,False
40,3,2.3255,40,3,40,3,False
38,43,1.7189999999999999,38,43,38,43,False
73,3,3.151,73,3,73,3,False
71,65,6.441,71,65,70,71,False
59,98,9.453,59,98,70,98,False
3,25,2.725,3,25,3,25,False
32,50,6.28,32,50,70,34,False
30,92,6.324,30,92,70,70,False
30,15,7.406499999999999,30,15,70,15,False
51,16,6.28,51,16,70,51,False
23,24,6.4985,24,24,70,51,False
3,69,8.798,3,3,70,69,False
67,26,6.543,67,26,70,86,False
0,68,7.7005,0,0,70,70,False
78,99,5.965,78,99,70,70,False
32,8,7.843500000000001,32,32,70,8,False
21,61,6.5295000000000005,21,61,70,34,False
42,56,6.3055,42,56,70,15,False
2,90,1.66,2,90,2,90,False
64,4,1.302,64,4,64,4,False
40,36,6.4915,40,36,70,51,False
36,92,2.183,36,92,36,92,False
37,43,6.6,37,43,70,34,False
94,99,6.0595,94,99,70,77,False
6,80,6.383,6,80,70,53,False
20,50,2.0484999999999998,20,50,20,50,False
53,58,2.19,53,58,53,58,False
65,63,2.3055,65,63,65,63,False
18,57,6.1085,18,57,70,18,False
58,94,5.2225,58,94,58,94,False
78,93,2.0575,78,93,78,12,False
50,45,9.750499999999999,50,45,34,45,False
51,38,6.1855,51,38,70,70,False
14,16,8.9495,14,16,70,16,False
66,8,3.25,66,8,8,66,True
5,98,2.5105,5,98,5,98,False
69,0,7.529999999999999,69,0,70,0,False
38,20,2.9859999999999998,38,20,38,20,False
39,67,5.6935,67,67,67,39,True
67,43,6.484,67,43,70,34,False
30,29,6.0205,30,29,70,70,False
73,77,8.964500000000001,73,77,77,77,False
34,88,6.4515,34,88,70,34,False
93,84,7.8515,93,93,70,84,False
77,85,1.639,77,85,77,85,False
89,99,6.035,89,99,70,70,False
1,32,2.7145,1,32,1,32,False
3,99,6.0009999999999994,3,99,70,70,False
47,94,7.0344999999999995,47,94,70,47,False
91,28,6.677,91,28,70,70,False
82,1,7.7875,82,1,70,1,False
11,36,6.6240000000000006,11,36,70,11,False
98,44,3.1585,98,44,98,44,False
5,87,6.8555,5,87,70,86,False
27,7,5.8665,27,7,70,77,False
69,23,5.9635,69,23,70,70,False
51,68,6.024,51,68,70,51,False
5,37,2.303,5,37,5,37,False
32,16,8.1295,32,32,70,16,False
32,6,2.597,32,6,32,6,False
5,9,2.4485,5,9,5,9,False
47,12,6.524,47,12,70,70,False
76,97,4.987,76,97,76,97,False
16,9,3.1774999999999998,16,9,16,9,False
85,38,9.157499999999999,85,85,70,38,False
5,66,2.8400000000000003,5,66,5,66,False
47,20,6.769,47,20,70,47,False
2,85,2.0564999999999998,2,85,2,85,False
11,46,6.464,11,46,70,11,False
73,38,2.197,73,38,73,38,False
12,50,1.8290000000000002,12,50,12,50,False
15,26,6.345,15,26,70,15,False
51,0,6.253,51,0,70,51,False
36,4,1.409,36,4,36,4,False
80,26,7.535,80,26,70,26,False
77,17,6.328,77,17,70,77,False
81,43,1.7755,81,43,81,43,False
8,44,6.8835,8,44,70,8,False
69,15,6.636,69,69,70,15,False
10,4,6.7495,10,4,70,39,False
69,13,2.7609999999999997,69,13,69,13,False
63,56,1.637,63,56,63,56,False
64,75,1.0235,64,75,64,75,False
98,47,7.779999999999999,98,47,70,47,False
14,66,8.9875,14,66,70,66,False
76,95,6.1255,76,95,70,70,False
37,72,5.9865,37,72,70,70,False
86,24,5.8735,86,24,70,70,False
28,97,8.059000000000001,28,97,70,28,False
38,60,8.4435,38,38,70,60,False
94,29,5.9655000000000005,94,29,70,34,False
56,80,7.466,56,56,70,39,False
18,82,1.98,18,82,18,82,False
40,61,6.211,40,61,70,51,False
53,9,6.864,53,9,70,53,False
89,80,6.4830000000000005,89,80,70,34,False
14,75,6.005,14,75,70,70,False
10,7,2.266,10,7,18,7,False
53,15,2.6109999999999998,53,15,53,15,False
0,63,6.443,0,63,70,70,False
96,54,6.0525,96,54,70,34,False
46,4,1.4849999999999999,46,4,46,4,False
34,54,5.89,34,54,70,70,False
21,36,7.165,21,36,70,21,False
38,36,7.099,38,36,70,15,False
80,99,1.3075,80,99,80,99,False
53,96,6.705,53,96,70,53,False
92,36,9.9475,92,36,70,36,False
70,66,1.57,70,66,70,66,False
71,52,6.4830000000000005,71,52,70,71,False
0,23,5.9775,0,23,70,70,False
17,62,6.088,17,62,70,70,False
28,80,6.335,28,80,70,70,False
70,86,1.6595,70,86,70,86,False
59,29,6.0245,59,29,70,70,False
73,18,8.721,73,18,70,18,False
68,74,5.9275,68,74,70,70,False
47,7,5.9765,47,7,70,70,False
72,53,8.446,72,53,70,53,False
60,92,6.476,60,92,70,53,False
16,52,7.3294999999999995,16,52,70,16,False
41,24,5.8875,41,24,70,51,False
72,46,6.791,72,46,70,67,False
8,92,6.1825,8,92,70,70,False
9,63,7.2844999999999995,9,63,70,9,False
40,93,2.0415,40,93,40,93,False
93,4,6.0775,93,4,70,70,False
59,87,7.646,59,87,70,59,False
71,84,1.7560000000000002,71,84,71,84,False
71,95,5.918,71,95,70,70,False
93,9,3.1515,93,9,93,9,False
30,0,8.041,30,0,70,0,False
70,59,1.44,70,59,70,59,False
0,80,6.256,0,80,70,70,False
72,35,8.118,72,35,70,35,False
11,65,6.8325,11,65,70,11,False
89,46,2.3375,89,46,89,46,False
56,92,7.5515,56,56,70,39,False
42,43,2.173,42,43,42,43,False
32,64,7.077,32,64,70,32,False
77,35,6.542,77,35,70,77,False
84,77,7.3525,84,77,77,77,False
49,29,5.953,49,29,70,34,False
55,4,6.072,55,4,70,51,False
88,81,4.359500000000001,81,81,81,88,True
8,85,2.161,8,85,8,85,False
50,19,7.4485,50,19,70,39,False
42,38,8.9065,42,42,70,38,False
35,61,1.9505000000000001,35,61,35,61,False
73,86,8.408,73,86,86,86,False
78,67,2.473,78,67,78,67,False
47,60,2.24,47,60,47,60,False
82,12,7.121,82,12,70,82,False
15,87,6.743,15,87,70,15,False
3,64,7.3955,3,64,70,3,False
1,83,2.9044999999999996,1,83,1,83,False
31,36,6.8335,31,36,70,31,False
5,57,1.407,5,57,5,57,False
8,67,2.314,8,67,8,67,False
10,80,8.338000000000001,10,80,70,80,False
49,43,9.474,43,43,70,73,False
27,50,1.889,27,50,27,50,False
35,99,6.006,35,99,70,34,False
51,90,6.151,51,90,70,51,False
46,92,2.349,46,92,46,92,False
34,13,1.8984999999999999,34,13,34,13,False
93,8,7.3675,93,8,70,8,False
68,1,6.7989999999999995,68,1,70,70,False
50,62,6.271,50,62,70,15,False
2,86,6.8375,2,86,70,86,False
91,94,6.7940000000000005,91,94,70,91,False
24,4,2.202,4,4,4,24,True
81,63,1.888,81,63,81,63,False
67,11,8.7545,67,11,70,11,False
2,16,2.272,2,16,2,16,False
60,11,9.5685,60,11,70,11,False
0,49,6.356,0,49,70,70,False
70,91,1.4885000000000002,70,91,70,91,False
76,8,8.6805,76,8,70,8,False
34,52,6.453,34,52,70,34,False
71,51,6.707,71,51,70,51,False
60,96,3.654,60,96,60,96,False
37,18,8.713000000000001,37,18,18,18,False
91,56,5.983,91,56,70,70,False
28,44,2.974,28,44,28,44,False
5,1,7.781499999999999,5,1,70,51,False
32,68,8.075,32,68,70,68,False
84,58,7.614,84,58,70,34,False
64,63,7.5245,64,63,70,64,False
17,49,6.585,17,49,70,86,False
72,59,7.877,72,59,70,59,False
88,24,5.921,88,24,70,51,False
15,61,6.325,15,61,70,15,False
3,6,2.8135,3,6,3,12,False
27,72,1.288,27,72,27,72,False
70,93,1.476,70,93,70,93,False
3,10,6.0625,3,10,70,70,False
8,93,2.027,8,93,8,12,False
23,46,9.1955,23,46,70,46,False
21,55,8.7415,55,55,70,21,False
16,58,8.144,58,58,70,16,False
32,23,5.987,32,23,70,70,False
2,45,6.4585,2,45,70,2,False
37,15,8.285,37,15,70,15,False
11,60,2.403,11,60,11,60,False
30,26,6.4435,30,26,70,51,False
18,16,2.098,18,16,18,16,False
21,77,8.7805,21,77,77,77,False
66,95,5.969,66,95,70,70,False
8,95,5.953,8,95,70,70,False
14,95,6.1129999999999995,14,95,70,70,False
16,13,3.266,16,13,16,13,False
16,8,8.2935,16,16,70,8,False
38,28,8.682,38,28,70,28,False
82,41,6.705,82,41,70,51,False
82,45,6.9215,82,45,70,82,False
68,17,1.847,68,17,68,17,False
82,35,3.503,82,35,82,35,False
38,31,8.8615,38,31,70,31,False
84,88,2.167,84,88,84,88,False
28,42,3.007,28,42,28,42,False
49,24,5.91,49,24,70,70,False
78,43,6.3365,78,43,70,34,False
8,66,2.283,8,66,8,66,False
67,85,8.7325,85,85,70,67,False
93,10,6.048,93,10,70,70,False
83,95,6.125,83,95,70,34,False
55,78,9.783000000000001,55,78,70,78,False
0,12,6.704,0,12,70,0,False
47,45,6.486,47,45,70,70,False
18,40,1.9115,18,40,18,40,False
77,74,5.878,77,74,70,70,False
13,81,9.142,81,81,70,13,False
65,4,1.3319999999999999,65,4,65,4,False
34,46,6.293,34,46,70,34,False
53,73,6.961,53,73,70,53,False
37,66,8.1545,37,66,70,66,False
59,9,4.504,59,9,59,9,False
39,52,3.9385,39,52,39,52,False
75,57,8.629999999999999,75,57,70,57,False
87,62,1.2125000000000001,87,62,87,62,False
55,33,7.775,55,33,70,55,False
71,73,2.075,71,73,71,73,False
72,69,8.3215,72,69,70,69,False
72,16,8.158,72,16,70,16,False
69,51,7.841,69,51,51,51,False
53,85,2.002,53,85,53,85,False
51,42,6.325,51,42,51,51,False
28,59,2.719,28,59,28,33,False
81,46,2.21,81,46,81,46,False
57,80,7.3454999999999995,57,80,70,39,False
21,14,3.1175,21,14,21,27,False
3,15,8.549,3,15,70,15,False
14,11,8.7685,14,14,70,11,False
32,44,7.6594999999999995,32,44,70,32,False
60,90,2.835,60,90,60,90,False
65,19,6.9275,65,19,70,73,False
58,75,5.9425,58,75,70,70,False
84,32,7.6695,32,32,70,70,False
68,61,6.214,68,61,70,70,False
16,47,8.106,16,47,70,47,False
33,62,6.101,33,62,70,34,False
3,95,6.0145,3,95,70,70,False
71,2,2.0185,71,2,71,2,False
0,92,6.2025,0,92,70,70,False
16,6,2.645,16,6,16,6,False
38,74,5.9105,38,74,70,70,False
1,6,2.46,1,6,1,25,False
15,64,6.8055,15,64,70,15,False
45,10,5.939,45,10,70,34,False
84,51,7.3185,84,51,51,51,False
41,22,6.9775,22,22,70,58,False
82,40,7.9485,82,40,70,40,False
72,30,7.975,72,30,70,15,False
84,82,7.4395,82,82,70,70,False
26,95,6.015,26,95,70,34,False
2,43,6.1955,2,43,70,70,False
26,23,1.1945000000000001,26,23,26,23,False
3,97,3.616,3,97,3,97,False
68,55,6.849,68,55,70,70,False
78,23,5.943,78,23,70,70,False
44,22,6.343,44,22,70,34,False
2,15,2.9090000000000003,2,15,2,15,False
98,12,6.993,98,12,70,98,False
11,48,6.888,11,48,70,11,False
17,92,1.6065,17,92,17,92,False
70,58,1.4335,70,58,70,58,False
35,45,8.246500000000001,45,45,70,35,False
1,79,2.168,1,79,1,79,False
71,76,6.522,71,76,70,71,False
33,43,2.2720000000000002,33,43,33,43,False
59,28,4.4875,59,28,28,33,False
17,93,9.1385,17,17,70,93,False
68,45,6.4830000000000005,68,45,70,70,False
81,32,9.3555,81,32,70,32,False
82,57,1.5465,82,57,82,57,False
14,38,2.7495000000000003,14,38,14,38,False
40,6,2.033,40,6,40,6,False
79,36,5.283,79,36,78,36,False
68,96,6.5935,68,96,70,68,False
15,94,2.5900000000000003,15,94,15,94,False
69,11,6.6665,69,69,70,11,False
72,31,8.5485,72,31,70,31,False
53,70,7.091,53,70,70,70,False
31,46,6.6135,31,46,70,31,False
35,59,5.6855,59,59,59,35,True
45,95,1.1815,45,95,45,95,False
11,86,7.2255,11,86,70,86,False
46,80,2.185,46,80,46,80,False
7,19,7.9345,7,19,70,19,False
13,63,7.2235,13,63,70,13,False
66,13,3.155,66,13,66,13,False
68,78,2.237,68,78,68,78,False
21,50,6.341,21,50,70,34,False
49,36,8.7485,49,36,70,36,False
21,17,2.8985000000000003,21,17,21,17,False
82,97,3.4605,82,97,82,97,False
0,91,7.756,0,91,70,91,False
77,6,1.6615,77,6,77,6,False
37,28,3.7645,37,28,28,37,True
63,7,5.97,63,7,70,51,False
37,63,6.654,37,63,70,15,False
1,21,2.532,1,21,1,25,False
82,50,6.3545,82,50,70,51,False
38,89,8.629999999999999,38,89,70,89,False
67,83,4.2215,67,83,67,83,False
58,61,6.6135,58,61,70,15,False
33,72,1.325,33,72,33,72,False
78,59,2.355,78,59,78,59,False
68,40,1.8725,68,40,68,40,False
39,45,2.514,39,45,39,45,False
5,47,2.194,47,47,47,88,False
39,10,5.955,39,10,70,34,False
48,56,1.45,48,56,48,56,False
55,61,6.6925,55,61,70,55,False
93,59,7.774,93,59,70,93,False
51,14,6.2345,51,14,70,51,False
30,28,7.657500000000001,30,28,70,28,False
34,23,5.904,34,23,70,70,False
16,14,7.2940000000000005,16,14,70,16,False
39,96,8.8905,39,96,77,39,False
98,31,7.881,98,31,70,31,False
17,84,8.5235,17,84,70,84,False
11,57,6.1775,11,57,70,70,False
48,7,5.9415,48,7,70,51,False
27,49,2.31,27,49,27,49,False
0,95,5.966,0,95,70,70,False
15,19,1.495,15,19,15,19,False
34,97,1.7919999999999998,34,97,34,97,False
98,14,3.085,98,14,98,14,False
3,45,7.0184999999999995,3,45,70,3,False
49,45,8.3675,49,49,70,45,False
18,13,6.8245000000000005,18,13,70,18,False
60,29,6.0145,60,29,70,70,False
85,29,6.0215,85,29,70,70,False
86,97,1.851,86,97,86,97,False
85,7,6.0344999999999995,85,7,70,77,False
40,55,2.194,40,55,40,55,False
37,65,3.0745,37,65,37,65,False
8,86,6.822,8,86,70,86,False
96,92,6.9275,96,92,70,96,False
71,53,2.1155,71,53,71,53,False
11,78,2.9255,11,78,11,78,False
60,4,6.1080000000000005,60,4,70,51,False
37,75,6.039,15,75,70,70,False
63,24,5.9355,63,24,70,34,False
77,58,1.7285,77,58,77,58,False
59,93,9.6385,59,93,70,93,False
29,43,9.3705,29,43,70,43,False
28,86,8.056000000000001,28,86,70,86,False
92,33,5.849,92,33,33,92,True
30,23,6.0555,30,23,70,70,False
21,18,8.6195,21,18,70,18,False
18,92,6.1615,18,92,70,70,False
73,81,2.213,73,81,73,81,False
9,62,6.085,9,62,70,86,False
59,20,8.1745,59,20,70,59,False
6,59,8.889,6,6,70,59,False
72,91,8.858,72,91,70,91,False
65,95,6.13,65,95,70,34,False
45,80,6.959,45,80,70,39,False
68,65,6.594,68,65,70,68,False
2,6,1.985,2,6,2,6,False
75,26,8.411,75,26,70,26,False
34,5,6.38,34,5,70,34,False
77,99,5.8725000000000005,77,99,70,70,False
47,86,6.551,47,86,70,86,False
86,15,2.1805,86,15,86,15,False
93,89,8.022,93,89,70,93,False
66,42,2.759,66,42,66,42,False
34,0,1.834,34,0,34,45,False
28,63,6.57,28,63,70,86,False
38,84,8.443,38,84,70,84,False
80,23,1.387,80,23,80,23,False
35,14,5.492,14,35,14,35,True
53,56,6.03,53,56,70,70,False
84,25,6.945,84,25,70,84,False
2,17,1.962,2,17,2,17,False
59,2,4.8629999999999995,59,2,2,59,True
55,83,5.2895,55,83,55,83,False
30,45,6.8255,30,45,70,34,False
