d1,d2,scale,orig_o1,orig_o2,patched_o1,patched_o2,swapped
72,58,8.0315,72,58,70,58,False
37,23,0.4085,37,23,23,23,False
30,70,3.904,30,70,70,30,True
40,92,0.4245,40,92,92,92,False
37,51,9.025500000000001,37,51,51,51,False
56,61,7.390499999999999,56,61,70,61,False
0,87,0.4305,0,87,87,87,False
91,45,0.46699999999999997,91,45,45,45,False
30,50,0.443,30,50,50,50,False
93,68,7.8025,93,68,70,68,False
28,54,0.4085,28,54,54,54,False
0,61,0.41600000000000004,0,61,61,61,False
35,24,0.328,35,24,24,24,False
53,36,0.4635,53,36,36,36,False
2,80,0.414,2,80,80,80,False
73,80,0.3535,73,80,80,80,False
47,96,0.496,47,96,96,96,False
77,87,0.4275,77,87,87,87,False
21,75,0.37350000000000005,21,75,75,80,False
86,65,0.5285,86,65,65,65,False
6,10,0.39999999999999997,6,10,10,10,False
54,49,8.24,54,49,70,49,False
47,64,0.4925,47,64,64,64,False
97,41,0.3375,97,41,41,41,False
38,34,8.363,38,34,70,34,False
11,56,0.395,11,56,56,52,False
3,19,0.6065,3,19,19,19,False
82,19,0.525,82,19,19,19,False
13,95,0.3205,13,95,95,36,False
97,10,0.316,97,10,10,10,False
47,34,6.62,47,34,70,34,False
40,47,7.4345,40,40,70,70,False
67,86,5.4585,67,86,86,67,True
91,63,0.4625,91,63,63,63,False
73,40,8.529,73,40,70,40,False
97,62,0.318,97,62,62,62,False
39,14,5.568,39,14,14,39,True
78,77,7.954000000000001,78,77,70,77,False
34,10,0.4255,34,10,10,10,False
51,48,0.48050000000000004,51,48,48,48,False
89,41,0.3725,89,41,41,41,False
67,56,0.42100000000000004,67,56,56,56,False
66,53,7.8875,66,53,70,53,False
68,52,0.5205,68,52,52,52,False
51,17,0.627,51,17,17,17,False
8,49,0.5,8,49,49,49,False
28,99,0.425,28,99,99,99,False
5,34,7.036,5,34,70,34,False
72,1,8.2075,72,1,70,1,False
19,54,0.55,19,54,54,54,False
91,96,0.478,91,96,96,96,False
98,7,0.414,98,7,7,7,False
67,22,0.3695,67,22,22,22,False
93,64,0.437,93,64,64,64,False
55,62,0.38599999999999995,55,62,62,62,False
37,70,8.674,37,70,70,70,False
3,92,0.4265,3,92,92,92,False
86,61,0.4515,86,61,61,61,False
51,61,0.4575,51,61,61,61,False
52,57,0.6065,52,57,57,57,False
70,64,0.5345,70,64,64,64,False
11,79,0.4265,11,79,79,79,False
53,20,0.4575,53,20,20,20,False
62,29,1.0170000000000001,29,29,29,29,False
67,16,9.1165,67,16,70,16,False
53,12,0.505,53,12,12,12,False
84,7,0.4555,84,7,7,7,False
6,69,9.2105,6,69,70,69,False
6,82,9.5085,6,82,70,82,False
34,12,0.4925,34,12,12,12,False
19,98,9.878499999999999,19,98,70,98,False
58,45,0.4275,58,45,45,45,False
30,51,8.0275,30,51,51,51,False
3,87,0.41500000000000004,3,87,87,87,False
91,41,0.4365,91,41,41,41,False
37,1,3.7984999999999998,37,1,1,37,True
39,70,7.402,39,70,70,39,True
84,90,0.4495,84,90,90,90,False
83,38,8.2225,83,83,70,38,False
26,81,9.785499999999999,26,81,34,81,False
89,54,0.39049999999999996,89,54,54,54,False
2,11,0.8705,2,11,11,11,False
19,41,1.109,41,41,41,41,False
26,75,0.583,26,75,75,75,False
98,71,7.709,98,71,70,71,False
60,63,0.4235,60,63,63,63,False
83,75,0.443,83,75,75,75,False
45,29,0.4605,45,29,29,29,False
0,55,0.669,0,55,55,55,False
68,11,0.857,68,11,11,11,False
19,25,8.4365,19,25,70,25,False
65,64,0.4585,65,64,64,64,False
16,29,0.40499999999999997,16,29,29,29,False
51,91,1.0565,91,91,91,91,False
67,90,0.5115,67,90,90,90,False
70,27,0.5265,70,27,27,82,False
58,91,6.062,58,91,91,58,True
30,66,6.6325,30,66,70,66,False
61,99,0.5609999999999999,61,99,99,99,False
33,54,0.471,33,54,54,54,False
92,46,8.8915,92,46,70,46,False
40,48,0.492,40,48,48,48,False
22,74,0.553,22,74,74,74,False
73,10,0.37849999999999995,73,10,10,10,False
81,8,9.231,81,8,70,8,False
9,26,0.367,9,26,26,26,False
15,29,0.3765,15,29,29,29,False
91,25,0.45499999999999996,91,25,25,25,False
67,15,9.501000000000001,67,15,70,15,False
35,49,0.5255,35,49,49,49,False
11,41,0.43600000000000005,11,41,41,41,False
81,29,0.45000000000000007,81,29,29,29,False
49,10,0.5135000000000001,49,10,10,10,False
98,81,0.637,98,81,81,81,False
89,82,5.6495,89,82,82,89,True
14,80,0.327,14,80,80,80,False
21,51,8.626999999999999,21,51,51,51,False
75,22,7.2155000000000005,75,22,70,39,False
14,78,9.0395,14,78,70,78,False
18,53,1.0835,53,53,53,53,False
3,1,9.0055,3,1,70,1,False
6,63,0.399,6,63,63,63,False
82,20,0.42799999999999994,82,20,20,20,False
10,43,8.8,10,43,70,43,False
15,4,0.3755,15,4,4,48,False
72,74,0.7135,72,74,74,74,False
78,86,3.0134999999999996,78,86,86,78,True
82,46,0.373,82,46,46,46,False
58,53,9.8935,58,53,70,53,False
92,54,0.5565,92,54,54,54,False
40,64,0.481,40,64,64,64,False
34,49,0.4845,34,49,49,49,False
31,48,0.357,31,48,48,48,False
31,12,0.394,31,12,12,12,False
81,40,9.0565,81,40,70,40,False
17,40,8.359,17,40,70,40,False
43,38,9.8025,43,38,70,38,False
1,96,0.4585,1,96,96,96,False
93,78,7.4015,93,93,70,78,False
66,70,8.143,66,70,70,70,False
51,59,0.643,51,59,59,59,False
24,26,2.36,24,26,24,24,False
17,99,0.3925,17,99,99,99,False
73,70,4.454000000000001,73,70,70,73,True
5,7,0.386,5,7,7,57,False
18,81,0.603,18,81,81,81,False
28,8,3.0005,8,8,8,33,False
3,47,8.3535,3,47,70,47,False
72,13,8.715,72,13,70,13,False
39,87,0.507,39,87,87,87,False
98,4,0.346,98,4,4,90,False
37,7,0.4545,37,7,7,7,False
69,65,0.534,69,65,65,65,False
71,62,0.421,71,62,62,62,False
16,86,8.3935,16,86,70,86,False
18,33,0.4535,18,33,33,33,False
20,24,0.45799999999999996,20,24,24,24,False
32,15,7.7005,32,15,70,15,False
59,74,0.35,59,74,74,74,False
0,47,3.019,47,47,47,0,True
52,10,0.385,52,10,10,10,False
10,56,2.213,56,56,56,10,True
3,51,9.314,3,51,51,51,False
8,40,8.189,8,8,70,51,False
86,39,0.5660000000000001,86,39,39,39,False
28,9,0.5565,28,9,9,9,False
76,31,9.5825,76,31,31,31,False
28,4,0.438,28,4,4,4,False
68,54,0.37950000000000006,68,54,54,54,False
6,53,9.0505,6,53,70,53,False
89,67,7.1105,89,67,70,67,False
18,55,0.636,18,55,55,55,False
42,92,0.396,42,92,92,92,False
72,77,8.961500000000001,72,77,70,77,False
69,68,3.037,69,68,68,69,True
55,63,0.3085,55,63,63,63,False
19,27,3.4325,19,27,27,19,True
63,74,0.528,63,74,74,74,False
5,61,0.42500000000000004,5,61,61,61,False
6,62,0.3755,6,62,62,62,False
27,62,0.486,27,62,62,62,False
51,95,0.3875,70,95,95,95,False
51,72,0.5295,51,72,72,27,False
66,96,0.487,66,96,96,96,False
14,24,0.40599999999999997,14,24,24,24,False
57,12,6.1605,57,12,12,57,True
90,95,0.41200000000000003,90,95,95,95,False
96,7,0.4725,96,7,7,7,False
76,23,0.431,76,23,23,23,False
2,95,0.394,2,95,95,95,False
3,56,0.3755,3,56,56,12,False
6,68,9.284500000000001,6,68,70,68,False
86,46,0.46099999999999997,86,46,46,46,False
51,81,0.5780000000000001,51,81,81,81,False
15,51,8.1325,15,51,70,51,False
7,49,7.7235,7,49,70,49,False
69,54,0.364,69,54,54,54,False
6,50,0.4195,6,50,50,50,False
69,17,0.7065,69,17,17,17,False
26,46,4.3505,46,26,46,26,True
31,71,7.547000000000001,31,71,70,71,False
31,62,0.37149999999999994,31,62,62,62,False
32,31,8.3015,32,31,70,31,False
20,29,0.399,20,29,29,29,False
6,32,8.408999999999999,6,32,70,32,False
95,43,8.385,95,43,70,43,False
21,69,8.189,21,69,70,69,False
28,51,8.306000000000001,28,51,51,51,False
92,80,0.995,80,80,80,80,False
25,38,9.8945,25,38,70,38,False
79,29,0.358,79,29,29,29,False
38,87,0.6735,38,87,87,87,False
16,48,0.42,16,48,48,48,False
29,49,9.633,29,49,70,49,False
34,56,0.40700000000000003,34,56,56,56,False
79,38,9.7085,79,38,70,38,False
73,71,8.1135,73,71,70,71,False
94,24,0.45849999999999996,94,24,24,24,False
6,19,0.616,6,19,19,19,False
51,49,0.486,51,49,49,49,False
38,0,8.9385,38,0,70,0,False
91,14,0.6265000000000001,91,14,14,14,False
38,15,8.582,38,15,70,15,False
53,95,0.3955,53,95,95,95,False
17,43,0.406,17,43,43,43,False
76,74,0.40049999999999997,76,74,74,74,False
65,26,0.4285,65,26,26,26,False
43,10,0.624,43,10,10,10,False
54,29,0.8645,54,29,29,29,False
82,62,0.364,82,62,62,62,False
31,29,0.37049999999999994,31,29,29,29,False
15,95,0.371,15,95,95,95,False
84,75,0.40399999999999997,84,75,75,75,False
38,21,8.8735,38,21,70,21,False
16,22,0.3915,16,22,22,22,False
68,25,0.47100000000000003,68,25,25,25,False
96,24,0.44899999999999995,96,24,24,24,False
78,47,7.7330000000000005,47,78,70,70,False
69,63,0.409,69,63,63,63,False
31,80,0.3355,31,80,80,80,False
14,8,8.753,14,8,70,8,False
6,26,0.377,6,26,26,26,False
59,13,0.9684999999999999,59,13,13,13,False
25,24,0.4245,25,24,24,24,False
41,54,0.5269999999999999,41,54,54,54,False
5,45,0.4395,5,45,45,45,False
74,4,6.9355,74,74,70,39,False
41,74,0.513,41,74,74,74,False
39,80,0.4335,39,80,80,80,False
72,6,7.9015,72,6,70,6,False
55,53,9.997,55,53,53,53,False
91,11,0.775,91,11,11,11,False
76,56,0.4195,76,56,56,56,False
42,10,0.41200000000000003,42,10,10,10,False
39,82,5.9895,39,82,82,39,True
5,74,0.3755,5,74,74,74,False
32,4,0.40800000000000003,32,4,4,4,False
48,43,0.382,48,43,43,43,False
73,22,0.3605,73,22,22,22,False
19,96,8.532,19,96,70,96,False
3,23,0.362,3,23,23,49,False
29,23,7.4645,29,29,70,73,False
90,33,7.9645,90,90,70,33,False
93,61,0.46199999999999997,93,61,61,61,False
72,67,7.8885000000000005,72,67,70,67,False
0,42,0.4365,0,42,42,42,False
44,59,5.671,59,59,59,44,True
5,83,0.515,5,83,83,83,False
6,1,8.9735,6,1,70,1,False
54,41,8.509,54,41,70,41,False
48,46,0.589,48,46,46,46,False
40,72,0.5569999999999999,40,72,72,20,False
93,41,0.44599999999999995,93,41,41,41,False
59,11,8.5725,59,11,70,11,False
58,47,4.9855,58,47,47,58,True
69,61,0.424,69,61,61,61,False
17,66,8.2015,17,66,70,66,False
7,41,8.474499999999999,7,41,70,41,False
28,38,0.7809999999999999,28,38,38,38,False
5,22,0.3745,5,22,22,90,False
6,90,0.472,6,90,90,90,False
87,80,0.6485000000000001,87,80,80,80,False
98,10,0.3865,98,10,10,10,False
25,62,0.428,25,62,62,62,False
84,23,0.434,84,23,23,23,False
44,95,0.40700000000000003,44,95,95,95,False
17,27,0.526,17,27,27,27,False
89,87,0.515,89,87,87,87,False
8,25,0.44999999999999996,8,25,25,25,False
57,54,0.6895,57,54,54,54,False
81,67,9.016,81,67,70,67,False
36,95,0.48250000000000004,36,95,95,95,False
5,59,0.6975,5,59,59,59,False
14,73,9.393,14,73,70,73,False
10,50,8.682500000000001,10,50,70,50,False
29,26,9.1345,29,26,51,26,False
78,33,0.44,78,33,33,33,False
89,20,0.41300000000000003,89,20,20,20,False
32,43,0.4895,32,43,43,43,False
45,56,0.6765,45,56,56,56,False
86,33,0.457,86,33,33,33,False
89,33,0.4115,89,33,33,33,False
16,85,0.544,16,85,85,85,False
61,7,0.585,61,7,7,7,False
87,99,0.4565,87,99,99,99,False
28,16,5.456,16,16,70,16,False
66,92,0.393,66,92,92,39,False
78,46,0.4145,78,46,46,46,False
8,33,0.4535,8,33,33,33,False
57,74,0.544,57,74,74,74,False
38,29,0.4645,38,29,29,29,False
55,8,9.529,55,8,70,8,False
89,65,0.5365,89,65,65,65,False
32,76,0.796,32,76,76,76,False
84,12,0.5205,84,12,12,12,False
99,61,8.0975,99,61,70,61,False
93,17,0.8420000000000001,17,17,17,17,False
27,57,0.5365,27,57,57,57,False
68,57,0.402,68,57,57,9,False
12,95,0.4165,12,95,95,95,False
37,99,0.43899999999999995,37,99,99,99,False
31,0,9.187000000000001,31,31,70,0,False
14,40,8.824,14,40,70,40,False
18,38,0.665,18,38,38,38,False
51,29,0.374,51,29,29,29,False
67,61,0.501,67,61,61,61,False
0,29,0.3685,0,29,29,29,False
2,57,0.39549999999999996,2,57,57,83,False
66,41,0.3965,66,41,41,41,False
58,24,0.3695,58,24,24,24,False
35,10,0.42600000000000005,35,10,10,10,False
1,51,7.705,1,51,51,51,False
75,43,8.485,75,43,70,43,False
56,43,7.2395,56,43,70,43,False
31,51,7.7095,31,51,51,51,False
83,50,0.3385,83,50,50,50,False
42,24,0.46499999999999997,42,24,24,24,False
35,33,0.539,35,33,33,33,False
99,41,8.518,99,41,70,41,False
7,95,6.902,7,7,70,86,False
76,18,9.8545,76,18,18,18,False
81,15,6.015,81,15,15,81,True
82,8,7.8565000000000005,82,8,70,8,False
16,41,0.367,16,41,41,41,False
52,29,0.374,52,29,29,29,False
51,6,0.6405,51,6,6,6,False
89,47,9.567499999999999,89,47,70,47,False
79,10,0.35950000000000004,79,10,10,10,False
98,86,7.853,98,86,70,86,False
34,25,0.4435,34,25,25,25,False
15,96,0.4345,15,96,96,96,False
80,95,0.6315,80,95,95,95,False
73,56,0.383,73,56,56,56,False
11,27,0.46,11,27,27,27,False
2,66,0.6759999999999999,2,83,66,66,False
38,91,8.9875,38,91,70,91,False
73,41,0.371,73,41,41,41,False
8,23,0.4205,8,23,23,23,False
74,57,8.16,74,57,77,57,False
66,56,0.40049999999999997,66,56,56,56,False
94,45,0.3555,94,45,45,45,False
84,5,7.5065,84,84,70,5,False
59,54,0.40499999999999997,59,54,54,54,False
28,79,0.4615,28,79,79,79,False
51,35,0.5305,51,35,35,35,False
30,54,0.395,30,54,54,54,False
71,96,0.5125,71,96,96,96,False
19,95,0.619,19,95,95,95,False
85,26,0.385,85,26,26,26,False
31,18,7.9190000000000005,31,18,70,18,False
14,71,8.7265,14,71,71,71,False
2,87,0.439,2,87,87,87,False
82,2,8.115,82,82,70,2,False
3,40,8.378499999999999,3,40,70,40,False
59,49,0.5585,59,49,49,49,False
40,51,6.79,40,51,51,51,False
62,92,7.825,62,92,70,92,False
69,72,0.5285,69,72,72,27,False
72,52,7.547000000000001,72,52,70,94,False
27,43,0.625,27,43,43,43,False
62,4,7.698,62,62,70,15,False
21,86,8.3055,21,86,70,86,False
46,29,0.48650000000000004,46,29,29,29,False
59,80,0.4295,59,80,80,80,False
3,4,0.34750000000000003,3,4,4,90,False
99,92,7.867,99,92,70,92,False
37,98,8.378499999999999,37,98,70,98,False
58,74,0.356,58,74,74,74,False
37,92,0.47850000000000004,37,92,92,92,False
1,40,7.632,1,1,70,51,False
71,48,0.4555,71,48,48,48,False
32,57,0.4465,32,57,57,57,False
23,92,2.6695,23,92,92,23,True
11,33,0.47150000000000003,11,33,33,33,False
93,86,7.661,93,86,86,86,False
59,0,9.681000000000001,59,0,70,0,False
74,22,7.105,74,22,70,22,False
84,53,7.143,84,84,70,53,False
73,23,0.387,73,23,23,23,False
82,79,0.35850000000000004,82,79,79,79,False
34,22,0.41300000000000003,34,22,22,22,False
31,64,0.3735,31,64,64,64,False
30,95,0.432,30,95,95,95,False
92,56,0.8059999999999999,56,56,56,56,False
98,75,0.3795,98,75,75,75,False
28,68,8.0835,28,68,70,68,False
31,53,7.6165,31,53,70,53,False
38,54,0.4375,38,54,54,54,False
68,26,0.46099999999999997,68,26,26,26,False
90,43,0.554,90,43,43,43,False
8,24,0.404,8,24,24,24,False
3,24,0.39749999999999996,3,24,24,24,False
38,72,0.648,38,72,72,72,False
89,16,9.5145,89,16,70,16,False
49,56,0.642,49,56,56,56,False
91,6,0.659,91,6,6,6,False
18,27,0.46749999999999997,18,27,27,27,False
20,62,0.393,20,62,62,62,False
1,11,7.622,1,1,70,11,False
77,72,0.497,77,72,72,27,False
22,38,9.8205,22,38,70,38,False
67,73,4.6945,73,73,73,67,True
41,10,0.5345,41,10,10,10,False
2,74,0.401,2,74,74,74,False
66,63,0.4215,66,63,63,63,False
51,84,0.742,51,84,84,84,False
71,63,0.4675,71,63,63,63,False
78,70,7.609999999999999,78,70,70,70,False
98,51,8.368500000000001,98,51,51,51,False
86,69,0.848,86,69,69,69,False
77,26,0.4355,77,26,26,26,False
3,83,0.542,3,83,83,83,False
91,92,0.41100000000000003,91,92,92,92,False
51,67,0.648,51,67,67,67,False
76,28,9.2265,76,28,70,28,False
58,14,1.4064999999999999,14,58,14,14,False
14,84,9.253,14,84,70,84,False
46,38,6.1485,46,38,38,46,True
31,70,7.666,31,70,70,70,False
73,78,8.664,73,78,70,78,False
2,31,1.0535,31,31,31,31,False
69,52,0.417,69,52,52,52,False
38,17,9.219000000000001,38,38,70,86,False
23,56,1.7165,56,56,56,23,True
65,10,0.3705,65,10,10,10,False
98,2,7.704000000000001,98,2,70,2,False
18,95,0.378,18,95,95,95,False
18,52,0.5005,18,52,52,52,False
55,36,0.3895,55,36,36,36,False
34,4,0.3725,34,4,4,90,False
21,31,8.291,21,31,70,31,False
15,20,0.4205,15,20,20,20,False
47,54,0.385,47,54,54,54,False
16,2,8.17,16,2,70,2,False
72,93,8.211500000000001,72,93,70,93,False
68,75,0.396,68,75,75,75,False
65,48,1.5495,48,48,48,48,False
37,90,0.5715,37,90,90,90,False
30,37,0.815,30,37,37,37,False
91,7,0.41300000000000003,91,7,7,7,False
38,67,3.268,67,67,67,38,True
6,29,0.38649999999999995,6,29,29,29,False
82,75,0.36,82,75,75,75,False
76,47,4.264,76,47,47,76,True
33,99,0.4785,33,99,99,99,False
5,75,0.363,5,75,75,43,False
70,96,0.5695,70,96,96,96,False
0,86,7.0835,0,86,70,86,False
59,31,9.768,59,31,70,31,False
40,42,0.506,40,42,42,42,False
69,26,0.47,69,26,26,26,False
77,12,0.47950000000000004,77,12,12,12,False
21,80,0.34550000000000003,21,80,80,80,False
31,68,8.1115,31,31,70,68,False
42,7,0.45099999999999996,42,7,7,7,False
65,80,0.321,65,80,80,80,False
82,63,0.4095,82,63,63,63,False
77,55,0.601,77,55,55,55,False
68,62,0.40049999999999997,68,62,62,62,False
95,50,7.709,95,50,70,33,False
84,24,0.427,84,24,24,24,False
19,39,8.806000000000001,19,39,70,39,False
51,28,0.7635000000000001,51,28,28,28,False
34,50,0.47,34,50,50,50,False
24,10,8.1445,24,24,70,34,False
16,12,0.437,16,12,12,12,False
83,54,0.333,83,54,54,54,False
91,35,0.5255,91,35,35,35,False
1,29,0.36350000000000005,1,29,29,29,False
28,61,0.44200000000000006,28,61,61,61,False
74,24,6.3435,74,74,70,86,False
76,86,9.689499999999999,76,86,86,86,False
76,61,0.3815,76,61,61,61,False
76,73,9.025,76,73,70,73,False
74,72,6.6395,74,72,70,15,False
18,22,0.379,18,22,22,22,False
67,76,1.2610000000000001,76,67,76,67,True
5,19,0.47850000000000004,5,19,19,9,False
75,50,3.1064999999999996,50,50,50,75,True
99,7,0.6930000000000001,99,7,7,7,False
35,65,0.9455,65,65,65,65,False
47,90,0.488,47,90,90,90,False
71,65,0.5025000000000001,71,65,65,65,False
59,98,9.453,59,98,70,98,False
32,50,0.4135,32,50,50,50,False
30,92,0.4435,30,92,92,92,False
30,15,7.406499999999999,30,15,70,15,False
51,16,0.706,51,16,16,16,False
23,24,0.8975,24,24,24,24,False
3,69,8.798,3,3,70,69,False
67,26,0.4235,67,26,26,26,False
0,68,7.7005,0,0,70,70,False
78,99,0.4095,78,99,99,99,False
32,8,7.843500000000001,32,32,70,8,False
21,61,0.394,21,61,61,61,False
42,56,0.38,42,56,56,56,False
40,36,0.485,40,36,36,36,False
37,43,0.503,37,43,43,43,False
94,99,0.4035,94,99,99,99,False
6,80,0.33199999999999996,6,80,80,12,False
18,57,0.399,18,57,57,94,False
50,45,9.750499999999999,50,45,34,45,False
51,38,0.6125,51,38,38,38,False
14,16,8.9495,14,16,70,16,False
66,8,3.25,66,8,8,66,True
69,0,7.529999999999999,69,0,70,0,False
39,67,5.6935,67,67,67,39,True
67,43,0.402,67,43,43,43,False
30,29,0.426,30,29,29,29,False
73,77,8.964500000000001,73,77,77,77,False
34,88,0.4575,34,88,88,88,False
93,84,7.8515,93,93,70,84,False
89,99,0.406,89,99,99,99,False
3,99,0.386,3,99,99,99,False
47,94,0.5405,47,94,94,94,False
91,28,0.7635000000000001,91,28,28,28,False
82,1,7.7875,82,1,70,1,False
11,36,0.483,11,36,36,36,False
76,39,1.351,39,39,39,39,False
5,87,0.45799999999999996,5,87,87,87,False
27,7,0.3705,27,7,7,7,False
69,23,0.382,69,23,23,49,False
51,68,0.8714999999999999,51,68,68,68,False
32,16,8.1295,32,32,70,16,False
47,12,0.492,47,12,12,12,False
85,38,9.157499999999999,85,85,70,38,False
47,20,0.5,47,20,20,20,False
2,85,0.475,2,85,2,85,False
11,46,0.4255,11,46,46,46,False
15,26,0.4275,15,26,26,26,False
51,0,0.8145,51,0,0,0,False
80,26,7.535,80,26,70,26,False
77,17,0.602,77,17,17,17,False
8,44,0.6045,8,44,44,44,False
69,15,6.636,69,69,70,15,False
10,4,6.7495,10,4,70,39,False
98,47,7.779999999999999,98,47,70,47,False
14,66,8.9875,14,66,70,66,False
76,95,0.43300000000000005,76,95,95,95,False
37,72,0.5760000000000001,37,72,72,72,False
86,24,0.393,86,24,24,24,False
28,97,0.6585,28,97,97,97,False
38,60,8.4435,38,38,70,60,False
94,29,0.336,94,29,29,29,False
56,80,7.466,56,56,70,39,False
40,61,0.4505,40,61,61,61,False
53,9,0.531,53,9,9,9,False
89,80,0.362,89,80,80,80,False
14,75,0.417,14,75,75,75,False
0,63,0.4275,0,63,63,63,False
96,54,0.41600000000000004,96,54,54,54,False
34,54,0.394,34,54,54,54,False
21,36,0.475,21,36,36,36,False
38,36,0.6305000000000001,38,36,36,36,False
53,96,0.487,53,96,96,96,False
92,36,9.9475,92,36,70,36,False
71,52,0.501,71,52,52,52,False
0,23,0.40950000000000003,0,23,23,23,False
17,62,0.418,17,62,62,62,False
28,80,0.377,28,80,80,80,False
59,29,0.41400000000000003,59,29,29,29,False
73,18,8.721,73,18,70,18,False
68,74,0.39949999999999997,68,74,74,74,False
47,7,0.45649999999999996,47,7,7,7,False
72,53,8.446,72,53,70,53,False
60,92,0.3775,60,92,92,92,False
16,52,0.43500000000000005,16,52,52,52,False
41,24,0.522,41,24,24,24,False
72,46,6.791,72,46,70,67,False
8,92,0.4315,8,92,92,92,False
9,63,0.3115,9,63,63,63,False
93,4,0.4105,93,4,4,4,False
59,87,0.5469999999999999,59,87,87,87,False
71,95,0.396,71,95,95,95,False
30,0,8.041,30,0,70,0,False
0,80,0.377,0,80,80,80,False
72,35,8.118,72,35,70,35,False
11,65,0.5295,11,65,65,65,False
56,92,7.5515,56,56,70,39,False
35,48,0.3765,35,48,48,48,False
32,64,0.468,32,64,64,64,False
77,35,0.514,77,35,35,35,False
84,77,7.3525,84,77,77,77,False
49,29,0.528,49,29,29,29,False
55,4,0.33599999999999997,55,4,4,48,False
88,81,4.359500000000001,81,81,81,88,True
50,19,7.4485,50,19,70,39,False
42,38,8.9065,42,42,70,38,False
73,86,8.408,73,86,86,86,False
82,12,0.419,82,12,12,12,False
15,87,0.3905,15,87,87,83,False
3,64,0.431,3,64,64,64,False
31,36,0.4555,31,36,36,36,False
10,80,8.338000000000001,10,80,70,80,False
35,99,0.366,35,99,99,99,False
51,90,0.4555,51,90,90,90,False
93,8,7.3675,93,8,70,8,False
68,1,0.792,68,1,1,1,False
50,62,0.6035,50,62,62,62,False
2,86,6.8375,2,86,70,86,False
91,94,0.53,91,94,94,94,False
24,4,2.202,4,4,4,24,True
67,11,8.7545,67,11,70,11,False
60,11,9.5685,60,11,70,11,False
0,49,0.47250000000000003,0,49,49,49,False
76,8,8.6805,76,8,70,8,False
34,52,0.47350000000000003,34,52,52,52,False
71,51,6.707,71,51,70,51,False
37,18,8.713000000000001,37,18,18,18,False
91,56,0.391,91,56,56,52,False
5,1,0.8895,5,1,1,1,False
32,68,8.075,32,68,70,68,False
84,58,0.6875,84,58,58,58,False
64,63,0.66,64,63,63,63,False
17,49,0.442,17,49,49,49,False
72,59,7.877,72,59,70,59,False
88,24,0.3785,88,24,24,24,False
15,61,0.411,15,61,61,61,False
3,10,0.403,3,10,10,10,False
23,46,9.1955,23,46,70,46,False
21,55,0.9464999999999999,55,55,55,55,False
16,58,0.9265000000000001,58,58,58,58,False
32,23,0.405,32,23,23,23,False
2,45,0.4515,2,45,45,45,False
37,15,8.285,37,15,70,15,False
30,26,0.44999999999999996,30,26,26,26,False
21,77,8.7805,21,77,77,77,False
66,95,0.3765,66,95,95,95,False
8,95,0.3955,8,95,95,95,False
14,95,0.439,14,95,95,95,False
16,8,8.2935,16,16,70,8,False
38,28,8.682,38,28,70,28,False
82,41,0.437,82,41,41,41,False
82,45,0.372,82,45,45,45,False
38,31,8.8615,38,31,70,31,False
49,24,0.536,49,24,24,24,False
78,43,0.43899999999999995,78,43,43,43,False
67,85,0.796,85,85,85,85,False
93,10,0.4175,93,10,10,10,False
83,95,0.368,83,95,95,95,False
55,78,9.783000000000001,55,78,70,78,False
0,12,0.4755,0,12,12,12,False
47,45,0.4805,47,45,45,45,False
77,74,0.37349999999999994,77,74,74,74,False
13,81,0.9165,81,81,81,81,False
34,46,0.477,34,46,46,46,False
53,73,0.8175,53,73,73,73,False
37,66,8.1545,37,66,70,66,False
75,57,8.629999999999999,75,57,70,57,False
55,33,0.361,55,33,33,33,False
72,69,8.3215,72,69,70,69,False
72,16,8.158,72,16,70,16,False
69,51,7.841,69,51,51,51,False
51,42,0.527,51,42,42,42,False
57,80,0.817,57,80,80,80,False
3,15,8.549,3,15,70,15,False
14,11,8.7685,14,14,70,11,False
32,44,0.726,32,44,44,44,False
65,19,0.704,65,19,19,19,False
58,75,0.3695,58,75,75,75,False
84,32,0.9605,32,32,32,32,False
68,61,0.459,68,61,61,61,False
16,47,8.106,16,47,70,47,False
33,62,0.483,33,62,62,62,False
3,95,0.3715,3,95,95,95,False
0,92,0.39949999999999997,0,92,92,65,False
38,74,0.4485,38,74,74,74,False
15,64,0.3965,15,64,64,64,False
45,10,0.4415,45,10,10,10,False
84,51,7.3185,84,51,51,51,False
41,22,0.99,22,22,22,22,False
82,40,7.9485,82,40,70,40,False
72,30,7.975,72,30,70,15,False
84,82,0.956,82,82,82,82,False
26,95,0.6185,26,95,95,95,False
2,43,0.423,2,43,43,43,False
68,55,0.6835,68,55,55,55,False
78,23,0.41100000000000003,78,23,23,23,False
44,22,0.4165,44,22,22,22,False
98,12,0.405,98,12,12,12,False
11,48,0.45599999999999996,11,48,48,48,False
35,45,0.608,45,45,45,45,False
71,76,0.661,71,76,76,76,False
59,28,4.4875,59,28,28,33,False
17,93,9.1385,17,17,70,93,False
68,45,0.495,68,45,45,45,False
81,32,9.3555,81,32,70,32,False
68,96,0.483,68,96,96,96,False
69,11,6.6665,69,69,70,11,False
72,31,8.5485,72,31,70,31,False
53,70,7.091,53,70,70,70,False
31,46,0.38749999999999996,31,46,46,46,False
35,59,5.6855,59,59,59,35,True
11,86,7.2255,11,86,70,86,False
7,19,7.9345,7,19,70,19,False
13,63,0.258,13,63,63,63,False
21,50,0.367,21,50,50,50,False
49,36,8.7485,49,36,70,36,False
0,91,7.756,0,91,70,91,False
